code,open,high,low,close,volume,turn,peTTM,psTTM,pcfNcfTTM,pbMRQ,ret_1,mom_5,mom_20,ma_diff_5_20,price_vs_ma20,volatility_20,volume_ratio,turn_5,pe_inv,pb_inv,ps_inv,pcf_inv,val_score,future_return,label
sh.600000,11.41,11.43,11.31,11.32,58585930.0,0.1759,7.717481,2.17694,-1.778725,0.53783,-0.006145741878841093,0.0670342411295309,0.019068702442963503,0.017949105575481364,0.1530937578241013,-1.152895636553775,-0.265392179315455,-0.9967535564480974,-0.25985573236101717,-0.11892997221670185,-0.16144573440087048,0.22460451070419693,0.23649657021645165,0.020318021201413572,0
sh.600000,11.32,11.33,11.14,11.28,70831411.0,0.2127,7.690211,2.169248,-1.77244,0.53593,-0.0035335689045937757,0.3264422418765754,-0.03576279608371652,0.05387257763988207,0.1165603752925509,-1.154336371748177,0.2525076238735571,-0.9582831645963985,-0.2129773557642743,-0.062458735158891894,-0.10755379980588155,0.1748971616954514,0.1876291723234055,0.023049645390070816,0
sh.600000,11.3,11.45,11.22,11.44,107586743.0,0.323,7.799292,2.200017,-1.797581,0.543531,0.014184397163120588,0.8314863748865726,0.16240544581336652,0.16588914677143413,0.4243476919344231,-0.9991390874430223,1.1299621100324377,-0.4703850192880365,-0.39874916728276827,-0.2875389939072391,-0.32157392193232315,0.3690336572672554,0.3777092695007518,0.029720279720279796,0
sh.600000,11.41,11.61,11.35,11.61,145372658.0,0.4365,7.91519,2.23271,-1.824293,0.551608,0.014860139860139787,1.2156962646861411,0.39444678802633454,0.32758730231564037,0.7315735113341544,-0.8610218535098026,1.5309242568680752,0.22104229372221487,-0.5911497420274252,-0.5242978151848884,-0.5445126291918516,0.5623257940830722,0.5648002162734923,0.006890611541774394,0
sh.600000,11.59,11.75,11.5,11.66,111508150.0,0.3348,7.949278,2.242325,-1.83215,0.553984,0.004306632213608941,1.0159805047929629,0.7342011510792472,0.41822133893252295,0.7951146350661079,-1.1635629632521247,0.3242245545892942,0.39337925181461975,-0.6467903254563264,-0.5934763462246306,-0.6092232748614567,0.6168184174885388,0.6171330674421159,-0.0017152658662091813,0
sh.600000,11.67,11.72,11.42,11.55,86733417.0,0.2604,7.874285,2.221171,-1.814865,0.548758,-0.009433962264150941,0.9243038722202254,0.5180771169882382,0.5121162781208319,0.5880989586073481,-1.1177318943284895,-0.5495905729236775,0.6130243944814114,-0.5238177942164949,-0.4410385181553602,-0.46634312049954396,0.4955503953203827,0.5004187792606191,0.024242424242424176,0
sh.600000,11.54,11.67,11.45,11.54,60894791.0,0.1828,7.867467,2.219248,-1.813294,0.548283,-0.0008658008658010141,0.9982416785630114,0.38324223074854535,0.6334957776289051,0.5719191890727588,-1.1756190661502661,-1.2417146913857686,0.5353038055377772,-0.5125345808605247,-0.42713216820240313,-0.453261522309733,0.4842730430992227,0.48951943534149867,0.023396880415944565,0
sh.600000,11.59,11.79,11.48,11.78,69201006.0,0.2078,8.031089,2.265402,-1.851005,0.559685,0.020797227036395194,1.178798019855689,0.4936451637423843,0.7799422103261671,0.9962989579356137,-0.9918599103320422,-0.843577548810862,0.23585859328672065,-0.7786136730906732,-0.7586044733662024,-0.762980625404708,0.743483526145396,0.7380431418782737,-0.000848896434634927,0
sh.600000,11.72,11.8,11.65,11.69,67815119.0,0.2036,7.969731,2.248095,-1.836863,0.555409,-0.007640067911714787,0.5608595817420127,0.5956932061552516,0.7968491878041828,0.8188903049476143,-1.112165948976917,-0.4757558338457237,-0.3695302082173683,-0.6799720043912649,-0.6348646060120584,-0.6478724546194283,0.6490146939442905,0.6479638681677571,0.0025662959794696683,0
sh.600000,11.65,11.69,11.54,11.64,49907269.0,0.1498,7.935643,2.238479,-1.829007,0.553034,-0.004277159965782595,0.32792135405922673,0.5284722639659957,0.7749579845265905,0.7190285022592222,-1.0962785825830315,-0.798246397002198,-0.8504101063635964,-0.6245853605976438,-0.5658419772978764,-0.5833851265995584,0.5951439339255343,0.5963386592816974,0.045532646048109804,1
sh.600000,11.67,11.88,11.62,11.83,61488273.0,0.1846,8.065176,2.275018,-1.858862,0.562061,0.01632302405498276,1.0305270317830033,0.649714089033131,0.8774330689098662,1.039990619371824,-0.9663166611523049,-0.07117881834467933,-1.04744089706351,-0.8328363774919241,-0.8270689044987966,-0.8264104988857637,0.7946240822138269,0.7865596521952873,0.047337278106508895,1
sh.600000,11.83,11.9,11.75,11.81,46510627.0,0.1396,8.051541,2.271172,-1.855719,0.561111,-0.0016906170752324368,1.0076404077897816,0.7759506389828871,0.9623481929136204,0.9737519922543506,-1.0585878808381732,-0.6732802834012395,-1.1597328516576566,-0.8111959848907959,-0.7997196631050495,-0.8010859367773091,0.7742792547752809,0.7672783644328566,0.053344623200677344,1
sh.600000,11.8,11.86,11.74,11.77,30326271.0,0.0911,8.024271,2.263479,-1.849434,0.55921,-0.003386960203217715,0.35137167182952544,0.5718778594389526,0.94035427937987,0.8883559020365696,-1.1261536279497608,-1.2486444049119971,-1.4630770901098988,-0.7677190175793447,-0.7448923233700456,-0.7502511195958972,0.7331445239994606,0.7282134696807485,0.004248088360238045,0
